,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,client_id,path,sentence,up_votes,down_votes,age,gender,accents,variant,locale,segment,accents_cleaned,probs
71918,358529,358529,358931,1027623,48528338442073e08f7886e133be1f7f773562a5c0257c0f3c33e19edf5de29dcefe46b9a0e497820295177ae021e53c9518185178f98612c169580ff3a07084,common_voice_en_19383593.mp3,"Here, the roadway continues as Cantrell Road.",2,0,twenties,male,United States English,,en,,usa,0.467988270004379
33977,168901,168901,169067,655149,3f4aaee0fe589562276db847f3dd2658465300bb0cb17c9642ee2ad8aced00da52116507b9aec12f02bbf987422231223dc68bed5978b3ad141fa17f39e5110e,common_voice_en_19843542.mp3,"While informative, the dry style of his book prevented it from becoming popular.",2,0,teens,male,Canadian English,,en,,canada,0.0746899938847759
80128,399476,399476,400136,1099139,a116fbae5551d877ebab8d50750eb79ea9d7d926239ed51537bbd64c33c7b766bb8b84f10cec48215e5204375d9064367d313889d0ca7d6c0042d9cd4a2feb85,common_voice_en_621312.mp3,I could get a company doctor in twenty minutes.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
131338,655833,655833,656493,1511207,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,common_voice_en_27427991.mp3,"However, this authority only measures populist information.",2,0,twenties,female,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
149913,748774,748774,749434,1648140,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,common_voice_en_20722235.mp3,Walker was known as the power behind the local Democratic Party.,4,0,fourties,male,"German English,Non native speaker",,en,,germany,0.0489600927369266
54884,273571,273571,273973,875994,9ed3a5e0e708824b0cbdc359c53cd3ba9f9f6d38123e25b71b9cba82871ac2484e071dd49ebd73f36fb2c44289be1be562d441287b3af4653b773843596b4eb8,common_voice_en_20052256.mp3,"Octa and Eosa are taken prisoner, but they eventually escape and return to Germany.",2,0,twenties,male,Australian English,,en,,australia,0.0562383584134121
121221,604518,604518,605178,1416486,7ee4652a364c56cfe0e61f20c26c2de1eeafa01fd5add3d4caed72d340fb1738e9cccf80bb643032b8b9ebcf16c83cdb190ef3ab131bc6e76c167a426e70b22e,common_voice_en_28305269.mp3,"Other unpublished versions of the manuscripts exist, states Rocher, preserved in various libraries.",2,0,twenties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
62417,311365,311365,311767,946332,f2f850df5f721a1f86e402f1bd098ad0c210e25dbdce0045d2daaccf625df24b111da9e3480d1c5f66980c5bbb4e03cabf28b38c05eeac6c75cbd8ea060da029,common_voice_en_20040344.mp3,This requirement and capital structure are still in effect today.,2,0,twenties,male,Filipino,,en,,philippines,0.0055956215506114
10334,51724,51724,51838,327464,f92baa9da597bf127b7bc50417c5d3cf7f9e53a8b350c519a5d87d4f754fca73ccc547451b739f6019d73ff23139db359fb204cca8a0374dd9eb480ad39385b7,common_voice_en_581984.mp3,"Flick that switch for me, will you?",2,0,twenties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
87020,434106,434106,434766,1158244,3d991a61b3e56ce4eb15b087913bd913b882bcff1630bf1dd235fb7deb36ebe53574d1706060d52bd2641ee53d5e5852ea24a5b1f229b49dc137d01223ee1829,common_voice_en_626823.mp3,In symmetric cryptography the same key is used for encryption and decryption.,3,0,fourties,male,England English,,en,,uk,0.1847397710429457
17410,87142,87142,87256,442522,32da51ea6f13edcfe7f37c9000cd1db2fca705c1f13d80e9ee5d4e451b83dd331ce7a5e1582109032200fe3bda579356fc403212806022fe69dd31943bc570c1,common_voice_en_21998356.mp3,Hey,2,0,twenties,female,Australian English,,en,Benchmark,australia,0.0562383584134121
72341,360764,360764,361166,1032219,1a6e6200ee06b7f54314c13b8a74995cdc04cf800e9c348b13cefac63af25f2f35964322f5829ee16ce3c8645faceae76e33a1fca598261d69fdfb12c4bbf81a,common_voice_en_18488462.mp3,"I need to buy some more sanitary towels, she said",2,0,fifties,male,Australian English,,en,,australia,0.0562383584134121
124435,620630,620630,621290,1449874,cf658764e695270837ad8af4462cb4fdaeec21a451e3c9ee585dcec3b999e0ac6f0a5f2de7548e919d2ffa1cc94d7f78fb8dbc1eba8bfe3cf0875c9c50235b63,common_voice_en_23832669.mp3,The Entropia Universe is a direct continuation of Project Entropia.,2,0,teens,female,United States English,,en,,usa,0.467988270004379
61802,308291,308291,308693,941095,b8d5e51d33caaf17e0ec7ed6477e330eb8c995e8ec090e0ed880c19bc51eb094b660c63108c1ec4674f4000ffbd5ca01e1890b06b7d07ee47060b9b85bc72f88,common_voice_en_664409.mp3,He could always go back to being a shepherd.,3,0,twenties,female,England English,,en,,uk,0.1847397710429457
133835,668385,668385,669045,1531479,b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce,common_voice_en_30728982.mp3,The Saudi officials later apologized for the misdeed and claimed to correct the mistakes.,4,0,thirties,male,Canadian English,,en,,canada,0.0746899938847759
54598,272230,272230,272632,873965,a7fd0808e0942c46fad626f2d466bbc75ba58f28566ddbdde4e9a8f15e1bdae6f8f1d9fbcb63bbce99466bbecf009e42c8c5e1e6de45ff0346ce3db0f21b7c25,common_voice_en_20857444.mp3,"The Amherst Island archipelago also includes: Nut Island, Grape Island and the Brother Islands.",2,0,twenties,female,United States English,,en,,usa,0.467988270004379
79617,397101,397101,397761,1095484,5975987d44274cba008a325627d6303ada3577a68838f2e8041d265d43675242731f5956d778eb81c805d1ba28131c9e4014b351684cbde4af32e80cc7d0c7fa,common_voice_en_23948333.mp3,The best times to backcountry camp are in the spring and fall.,2,0,twenties,female,United States English,,en,,usa,0.467988270004379
44423,221033,221033,221199,772215,d9fb7b07e1e9fc912fcef115b2ccf8b1a008b41b9092255aa2c17eec58a916471e485c4e37e8d7d8d86f68028d3b3c18f2f329326d818071d5e1318859c4a6d0,common_voice_en_17290182.mp3,"First she was moaning, then coughing and eventually her ventilation collapsed.",2,0,twenties,male,United States English,,en,,usa,0.467988270004379
51959,258737,258737,259021,849247,abc6656344660316e9a0946061af5597a8961f118ef1292d1802420b40ca61d5a7e4d22ee9cfad3e47a3c19a445077275be636337db3805284ee8f5cc4991be3,common_voice_en_25354122.mp3,Her first few films did not make a significant impression at the box office.,2,0,thirties,male,New Zealand English,,en,,new zealand,0.0156863796469
45527,226434,226434,226600,781908,0161b7cabe179e83860aa0637ed3335b6b9c8c8207f496f7ba2a97d39ae3641dc43a03439f575e19bd25bdf83ee7fcab2e5df92d0ceb4735c973933fc01cea7a,common_voice_en_24329044.mp3,The amendment prohibited inhumane treatment of prisoners.,2,0,teens,male,United States English,,en,,usa,0.467988270004379
97295,485143,485143,485803,1238115,6fe2ee910553691f58721e526b2c255075a174ef8ce2abf6270d8156f986b92371f95fe33b57ad3dcaa7130f764456b3e7ec431dce9e01e2656b29043fb309a0,common_voice_en_32416650.mp3,The new rose cultivar established the reputation of the Barbier nursery throughout Europe.,4,0,twenties,male,United States English,,en,,usa,0.467988270004379
54789,273134,273134,273536,875501,83c41c405025e1d931ce46f8aa023a6c9e830b7ca587ccd3beafeb8cbe6581b6333db7ddf4559aeaf52c9745820fd0803be1582d73c2f96e83de110443531166,common_voice_en_23748629.mp3,"They resided in Milton, Massachusetts, and summered on Naushon Island in Dukes County, Massachusetts.",2,0,thirties,male,United States English,,en,,usa,0.467988270004379
147814,738075,738075,738735,1636206,b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1,common_voice_en_20190218.mp3,They settled in Los Angeles after her mother became pregnant.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
99029,493826,493826,494486,1256190,2616e7a9595a9e57c4be59e468a0197c41afc6508ecc5c8487cad9c1e12624016b262e0d8086bc485d6d7b8ce02e5d333c7681c7086e7bea2fc37d9c051a09e9,common_voice_en_218204.mp3,A farmer bundles wheat into sheaves.,2,0,twenties,male,England English,,en,,uk,0.1847397710429457
14251,71383,71383,71497,393866,b564618fe7179102fcb51aeb5f6e4367edb90b81963b1923c7ab8ae5db4559ccc50b9482d436f8530ad8e6046b15d819115e0a6329fc6ee392f90355f69704ec,common_voice_en_17280383.mp3,"What is always becoming, never is.",2,0,thirties,female,United States English,,en,,usa,0.467988270004379
72439,361207,361207,361609,1033243,1dad25d71a365e0b928d74635740a51a06e7e9f4f1f039814b27a854cb70cf35445416af609b2672f174176c1b3c82885005c41fa2a7e291aac1aea69190bca5,common_voice_en_20989647.mp3,"Meanwhile, the King Xi of Yan moved to the Liaodong Commandery.",2,0,twenties,female,United States English,,en,,usa,0.467988270004379
147756,737826,737826,738486,1635945,b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1,common_voice_en_20150755.mp3,"We shan't wait a day longer, said the Scarecrow.",3,0,thirties,male,United States English,,en,,usa,0.467988270004379
111530,556262,556262,556922,1350670,cbe5ebf5c32d8ebeb1894e7dc8e6e0448c6cd3370d2e2b0cb60db2d1a375cc897a20b1106c01a53442f327efe35f6e9b91832a87e72d3a0e519d0a3644349659,common_voice_en_17844181.mp3,I welcome you to my humble dwellings.,2,0,thirties,other,United States English,,en,,usa,0.467988270004379
104962,523481,523481,524141,1304056,34ff5ad8db33561f4bfb74af391c451a0368e5ec0acc299f526a28bf2d18b7321eafb89138fd7fd867be609666eb0ea65489b1323feb0c06af4307c9fecdd6a2,common_voice_en_23815341.mp3,The Bavarian-Imperial army suffered similar losses.,2,0,fifties,male,England English,,en,,uk,0.1847397710429457
43508,216621,216621,216787,765581,70ea058e1875caeb109cfbeabd560c2975928935d2f7a220fad5c0b3b8a30e072da0a8b953775289b511e1f14530755489d7a1585aeb23e3fd930dc14ba9d9a5,common_voice_en_27480705.mp3,"During the winter transfer window, he was linked with a move to Juventus.",2,0,twenties,other,United States English,,en,,usa,0.467988270004379
53269,265333,265333,265617,862030,34ff870b1110305542ec25f73b7bc9ed97fca42fa6912cd4e38b3a47d69af6bb80a15442d7037613798724fbc8fe831a872e3e5ed7539df25c80343083f80c7f,common_voice_en_515545.mp3,I don't know where to go.,2,0,twenties,female,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
53128,264612,264612,264896,860472,1704adb4392245574381dd7066bcb6bb1465a55d3c9299494e67b4618af68eae863c3612a522d2a4a9cfe99c480ee538036d0dfc31c912182f0eb5f6d686417b,common_voice_en_101012.mp3,"It required no explanation, just as the universe needs none as it travels through endless time.",3,0,fifties,male,England English,,en,,uk,0.1847397710429457
43322,215705,215705,215871,763588,d470b91fe9681970122684d12c5f7bbeba7d1ca6fb7ac78fa07a7c4cb552f59012ddce3be0385299289c81736af51ddb62c14228844d6a6dd991ebc13015d761,common_voice_en_219774.mp3,The ladder of the fire truck was not long enough.,2,0,fourties,male,Canadian English,,en,,canada,0.0746899938847759
84929,423687,423687,424347,1142538,2a3f77ca432e0ceaa318c29163cb80973e027f093d94194135568b84e747aa7d44d7523155d98fdc17395880d72c17e77a4b0d5cec5d19c15a104f7688f5cce4,common_voice_en_21138286.mp3,"They live in a wide range of freshwater habitats, including rivers, lakes, and swamps.",2,0,thirties,male,United States English,,en,,usa,0.467988270004379
123263,614673,614673,615333,1440953,af9c15b78f47fc932ee4a2fab15488dd4295f87b2a3359c855aad4f383b20bced882b0bb7ffa51fe7a08897bcd7370705108bb2cd7dd3919806d7d39f2209c7f,common_voice_en_27989497.mp3,"Kerr was born and raised in Perth, Western Australia.",2,0,sixties,female,United States English,,en,,usa,0.467988270004379
82605,412016,412016,412676,1124468,46369e01baf2553b6269322ed95fc7afe1865c88e5f462390a20e35e6af12cc97960c4874ecda585cb422e132fee3f04da4f91fa41175b3b36d9bc7d7033edf1,common_voice_en_29741044.mp3,The investigators found that bribing officials to win contracts was standard operating procedure.,2,0,thirties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
8918,44470,44470,44584,299166,7b3aabbf2b6dedf3089a32ff9eb0c1ef060775e3cd9d98f7da20acb3d09990f1247e3634e873200c1b807c6cb99bd41371063fbf77fcca9467b575d681233d72,common_voice_en_211120.mp3,You told me that.,3,0,thirties,male,Canadian English,,en,,canada,0.0746899938847759
113635,566502,566502,567162,1371307,9db071da66e5b08a2abe0685a5f845403656201988e5785b221c48ed1333f97990248c8b62cede0628fac8a77ce4da5f3369ebcbc964bccfa6105243bccacdef,common_voice_en_547206.mp3,It didn't change anything.,2,0,fifties,male,England English,,en,,uk,0.1847397710429457
92766,462396,462396,463056,1198644,298b06bf3865da49cd87daedf1321cc869391a83447bce9de723ff91eb58da5f749b3072c1cadaae7adcefba4e538938ad5e0925e3f50f8c2e68e24333eb2935,common_voice_en_28305782.mp3,"It involved two teams of celebrities, competing against each other in wrestling style events.",2,0,,,England English,,en,,uk,0.1847397710429457
57504,286767,286767,287169,902989,588db62e2c7c4e7b84dac24a2903b931863d49ec07bb920e1bb7cbef3ac27d41aee873d45572f8dc7d074151d92c823421d28f5109d0e88bfb711da45ca76afc,common_voice_en_133262.mp3,The book that most interested the boy told the stories of the famous alchemists.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
114903,572958,572958,573618,1378376,3479ba11b3d8988e9c536be832927bcc9c58b00c86cf085a53384c34e82bae0ccb35a9709d0217a4c7b2dff24cd727b5877286096ab0d1efe6dfe835f8889564,common_voice_en_18162001.mp3,The lights dimmed and the music started.,2,0,thirties,male,England English,,en,,uk,0.1847397710429457
88497,441612,441612,442272,1168496,bdea72a9d47e94442507b87873c49c1edbfacfffc03da98530d551fd2f39181bb8e729816907572bf0fd690058342c79ddffff1476a8a0454e42418122d7575d,common_voice_en_19991762.mp3,"In a vote held to select the town's name, two factions debated the issue.",2,0,fifties,female,United States English,,en,,usa,0.467988270004379
154880,773956,773956,774616,1678906,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,common_voice_en_25532000.mp3,There are hills to the west and south of the city.,4,0,fourties,male,"German English,Non native speaker",,en,,germany,0.0489600927369266
117623,586300,586300,586960,1393613,c79a56f4e5da551fb69c60b043f1e539daf0f567773821753adf9826d06de2667d449b8db6bcfd9d15557e01ff6e3dc9894b01ff1567264c5944db8ac71fe356,common_voice_en_23646294.mp3,Statisticians are included with the professions in various national and international occupational classifications.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
33164,164923,164923,165089,647405,1276663503343327ec10701c01e9e442ad46ed6d9f46bb07f1e4708285b861c8fb24f747dcfa2ee0bf2ad6b85dc0dd43fab13e7aa84c0a469abf9070c0c69485,common_voice_en_28639659.mp3,They are brown with streaks above and white below.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
74695,372408,372408,373068,1055121,2977925914195c35c945cfa2ccaeefc4773c71f2b2d25a86c2ae304d4b465732c524507ab197dc1ca666ea9df54972abdbcfee0e2a06b9a73e2a2d5b55348f90,common_voice_en_23939937.mp3,The Bruckner Orchestra Linz was also named in his honor.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
71439,356280,356280,356682,1024234,216942e94d3647ff80e0bd5b92a4d3875c03794fc55b1ed55a2916aaa6a3bc4e77ef533747b174264e15c1b5d2205fb9532e94c109e61e3cbc78eb0c900ad015,common_voice_en_602573.mp3,"The omens will begin insistently to speak of it, and you'll try to ignore them.",2,0,fourties,male,United States English,,en,,usa,0.467988270004379
128763,642639,642639,643299,1484149,5cd95c7c22c6fd21f386f93b700187d1559ab9a63eab1b44b4af4717e61bee61dbf54a0de0d35e3014a441bc557f5a0a4d36ad4e3a815d4bd3c395c9e98daade,common_voice_en_18412694.mp3,"And there was Ethel Baird, whom also you must remember.",2,0,thirties,male,England English,,en,,uk,0.1847397710429457
51357,255688,255688,255972,842277,81c6ca6181d088781d89fa7d398c6ee527b57a0006126573c03ef05f706927cf3dacf5fc8469d3a2a35f5163cc06e62bb7dc1b7c486732c129362fe487ff6847,common_voice_en_635988.mp3,"Finally, after hours of waiting, the guard bade the boy enter.",3,0,sixties,male,England English,,en,,uk,0.1847397710429457
113539,566013,566013,566673,1370784,54dc820077b05bf576973afed1f32e6af12c378296b118c651a9e42efdbddac8ddeb0604771e9034aea18ea46f907d253ef8ca45e6d51eb6d3e4e1c56dd4bf4b,common_voice_en_20221045.mp3,He currently works as a broadcaster for the Miami Heat.,2,0,twenties,female,United States English,,en,,usa,0.467988270004379
154469,771950,771950,772610,1676509,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,common_voice_en_24622145.mp3,Some of most technologically advanced movie studios of India are located in Chennai.,4,0,fourties,male,"German English,Non native speaker",,en,,germany,0.0489600927369266
78019,389091,389091,389751,1084232,e88fda5e708df19543adb91d849b356ae432c098aec682ad1e39a02809c504fc77c4fa356395e5524cb14321e7f637e605cd32dbc7be334500c5e6d9e3d8278e,common_voice_en_30456920.mp3,Hence the names.,2,0,thirties,male,England English,,en,,uk,0.1847397710429457
114624,571517,571517,572177,1376807,d1413283d794651695ea5c4d311a88e302e13f64719c694e69fffa94701b09086152b973ea7651e30b8e981666bc10252f56a8b37bb15fdf3cf238f0c9a17446,common_voice_en_146535.mp3,I don't know why.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
86122,429518,429518,430178,1151727,0716c31f93060f09df88184c88e347d6e191286ef6d3b691615e58c69df8626bc1b5c0d9e1bf5968bb9461175d103b46e291998b71621b3ee198f5d32c8b82d5,common_voice_en_25975484.mp3,I'm ready to dance with the girls,2,0,fourties,male,England English,,en,,uk,0.1847397710429457
75294,375508,375508,376168,1059897,295294c457d8341c05921b7e51ed90f2ba6ca4501929920d36ec1a91d4cb46fe02072ff2669237db9e901c49d77b98e68af2a2ee9db11952eee71e902d30d4f4,common_voice_en_19820387.mp3,The term's etymological origins are disputed.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
139451,696034,696034,696694,1589429,7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f,common_voice_en_19496883.mp3,Haltom city is one of the largest suburbs of Fort Worth.,2,0,teens,other,Australian English,,en,,australia,0.0562383584134121
135231,675294,675294,675954,1545276,ab72e9ab22713aec03a3189202a0713e56016ea07569b3041fcd65d77c9eb3f8c692f7ccaec75c16bbc62476d528f434d829193994cf07fcde9e3b1e4a2fa93a,common_voice_en_18744481.mp3,State-controlled financial institutions provided working capital and subsidized the firms for any losses.,2,0,sixties,male,United States English,,en,,usa,0.467988270004379
139769,697776,697776,698436,1591931,7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f,common_voice_en_20562484.mp3,Moses defended the girls and watered their flock.,2,0,teens,other,Australian English,,en,,australia,0.0562383584134121
62551,312175,312175,312577,949187,c6eceecdc22e807e0d317db6e61e72cd0a46a5de7754f298924605aca1a6811918cb0ed07e81be2f8bfd0e04546f7027ca3ad2fcb9a0bd5fbfc221c3914a7964,common_voice_en_663776.mp3,It is still a phenomenal movement.,2,0,thirties,male,England English,,en,,uk,0.1847397710429457
50489,251134,251134,251418,833375,a5f003c7f0c8326efc702a479006a77a96835014290529832e54746dfa1617778143fccf0997cf5572318c3155cbdc497be11685914c61aaca3e5629f601ad14,common_voice_en_27146105.mp3,"By paying cash, each person will be able to train to spaceflight.",2,0,fifties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
97546,486551,486551,487211,1242416,ae13a4a776cf3019e7003e952cb2def0333cc044ddab4e84c2d9e900baad18d586fac6fbd80404141c91b0accd3bab1dd663aa83b10a7de6ca3a1064e1a8a39e,common_voice_en_19415480.mp3,Coogan holds his own for a while but is eventually overpowered.,2,0,sixties,male,United States English,,en,,usa,0.467988270004379
75103,374472,374472,375132,1058762,2260012da3141f7794e6d0c1bb750d1b9cf0b861e1e69a858f8e7da7e617c49f8333d56ceba58fe645e0cfacfe5c296712c399faecd319d4bdedc7c1134f2014,common_voice_en_18651929.mp3,How can we stand amazed at poor Rick?,2,0,thirties,female,"Southern African (South Africa, Zimbabwe, Namibia)",,en,,"Southern African (South Africa, Zimbabwe, Namibia)",0.0097766985705184
49710,247347,247347,247631,825924,d732cf2efe3e6fa5cb56a4038379ae1027b30610fdabb45bf1b3850e88edda871f5bba79a4f5486764fc57e645a59529c67d68c77a3d042dfd0485460d89a6ee,common_voice_en_19239111.mp3,I’m terribly sorry for your loss.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
73230,365100,365100,365760,1040407,e76273683335ce923aaeef06b33dd8cea5eea618de411e4dca399be763f5dfa53cdc7baeb5b33ad1aec910d55197e7a081e8612e3459400c2963761796e89a43,common_voice_en_23852363.mp3,She finished second in a three way Democratic primary to A. Joseph DeNucci.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
60665,302607,302607,303009,930479,9b668cb44d936ecac1604042d5da5e56375002b7f709e9ef0bfc0b8fb9e0559cd3116294b5f884644605cd68281602eef02a5f6afe9697318f270b8404f72692,common_voice_en_19002908.mp3,"This machine still exists, in the Audi Museum in Stuttgart, Germany.",2,0,twenties,male,United States English,,en,,usa,0.467988270004379
7938,39517,39517,39603,278893,5d4efe7fbc17acd94d0dbf3da05a70332a4e5a5a8055ffac11991ddcd7be52e7ffc39573286d54cf3b7c569d44a395f6e3f10b3b2fa68eaf222e1121c8989c68,common_voice_en_19678147.mp3,"In other words, negentropy is reverse entropy.",2,0,twenties,male,United States English,,en,,usa,0.467988270004379
98496,491138,491138,491798,1250335,9371842eb0a999f5f90c72385f0895ff8864a7ba8fb4a309bdf1a1c98944ee90cf45f32f31a3c1371041c75d3d7d7388098fecab765c6bf1c4ee802b51272a2d,common_voice_en_695795.mp3,"The other son was a poet, and delighted all of Rome with his beautiful verses.",3,0,thirties,male,England English,,en,,uk,0.1847397710429457
18898,94497,94497,94635,463682,68b399c635f57fbc3d877eb4cfc2f7aa57c88a3b225f0ff2cff3223e45cf84c3f789d94fb9e741519e681aa45f269e9c822fcfdf8b377d7e91f46ad073f5f3fc,common_voice_en_35662740.mp3,"Salem's sixth studio album was ""Necessary Evil"".",2,0,twenties,female,United States English,,en,,usa,0.467988270004379
55633,277261,277261,277663,884138,4ad9eea58f6dba2b894bdc7ef6b5794133885508a8c18b05bc42e9c6776404434af7e7ee9e735553c788fe1f33def94b3a30ba6158992a02dc47ad75b9e9e934,common_voice_en_22257825.mp3,Most of these thermal baths are still in use today.,2,0,twenties,male,Hong Kong English,,en,,china,0.0043547034243978
99383,495531,495531,496191,1258785,63e2659d2ae278fc14fcbce9bfba6788171021fe287d6c6c2b7eca3f55a579cab25cb013c02e6adc0e858b703296b56bdc0d06ce20ab414501766c8badecbf9c,common_voice_en_21721815.mp3,The care plan is essentially the documentation of this process.,2,0,thirties,female,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
20087,100450,100450,100588,484458,7d776921a8f02973f4aee32507308bfc965b81b60606fa6fa4c755176ea029152cac6f81733c7192ba9a4c932237e652dcffc15614d4b46fe73c7e7066553806,common_voice_en_169315.mp3,A partnership in the strictest sense of the word.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
100176,499466,499466,500126,1265513,185a19520056bd31c0b7613af5d9eb45e5b9eb8061127fc839233aac463eee2c687007a5977d117e7301d2c959de1b27d9331f7cb0bab85f776e64120795c77e,common_voice_en_17299441.mp3,The carpenter offered me a discount of twenty percent.,2,0,twenties,female,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
66949,334155,334155,334557,986639,0b06298e6ca36b01573a44569c8fdcb8a862d12683eeb38eaf2fc7c4abd97b440381b04b6376e8cd9adf80398bf7992c40114ef5081342fc4fbc98ac1c92b3e3,common_voice_en_19665479.mp3,"As a popular and sentimental melodrama, the work has been parodied many times.",2,0,twenties,male,Irish English,,en,,ireland,0.021774793786728
100033,498798,498798,499458,1264664,a41b49f8d6eeb4e645b0a2bda92ae9eca9b7e1ab97810f77041c7f813463519cf45983f4605f81d12857a23d579b70596d00e8a3a7563aa10d42115fe3a73d47,common_voice_en_17365187.mp3,A single little word can strike him down.,2,0,,,United States English,,en,,usa,0.467988270004379
46858,233179,233179,233345,796582,1a922227ae3147d84b70c2103fbec940f0c5969b56362810eddbc71cf061fb81f206ff623ddbe02c48efec2d9f3e85ca91fce18d39abf3ff75a17f06d0012218,common_voice_en_595377.mp3,Just the ant colony of the neighborhood.,2,0,twenties,male,Irish English,,en,,ireland,0.021774793786728
88143,439852,439852,440512,1166030,ddba4ff63f85cf8639b254095363ee175eda05b7ae044292278baf09be69e01a30fca4af182ab40c38565f69ef2880694d8c2454560a274fe94be9f2b3ede4be,common_voice_en_28796901.mp3,He is also left-handed and may be balding and colorblind.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
125689,626951,626951,627611,1456960,c895f6ffc789443e064895d7a9eef515f9c01c86ff78b4141d2428a6fab1f9a4a6a52723124cba3640a86204d4ff027b96172a2738cb57943a336e044d934f24,common_voice_en_19507758.mp3,"Once they arrive on Earth, the fighting machines are quickly assembled.",2,0,sixties,male,United States English,,en,,usa,0.467988270004379
113189,564186,564186,564846,1367268,7992ee59c8a9af9b74fd6f0cc12eaee3da35f588ff19c8859c39fb46d64da542518c2cbe3f8d7657ed6838f721781f9bbb0c82bc15bf31fb662c88b124ba6494,common_voice_en_22307128.mp3,See also: tangent space to a functor.,2,0,twenties,female,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
71900,358419,358419,358821,1027507,48528338442073e08f7886e133be1f7f773562a5c0257c0f3c33e19edf5de29dcefe46b9a0e497820295177ae021e53c9518185178f98612c169580ff3a07084,common_voice_en_19083113.mp3,This is the viewpoint generally held today.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
139816,697990,697990,698650,1592187,7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f,common_voice_en_20670715.mp3,Sandy: A friend of Doctor Beck's.,2,0,teens,other,Australian English,,en,,australia,0.0562383584134121
28156,140275,140275,140441,588567,199cdffedda173993d93b41d24b2296566871cb0f6d9f7a816373edc32de6e8be0674bc38c5732a6150f36e6dde5ea17c75c3ed1c05af7c226537a1ad2c01d9e,common_voice_en_32284049.mp3,He was previously Head of Football Operations at Huddersfield Town.,2,0,thirties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
